Stations_ID;Stations_Name;Parameter;Von_Datum;Bis_Datum;Gesamt_Fehlwerte;Beschreibung;eor;                                                                                                              
427;Berlin Brandenburg;FX;07.01.1973;07.01.1973;1;;eor;                                                                                                                                                 
427;Berlin Brandenburg;FX;09.01.1973;09.01.1973;1;;eor;                                                                                                                                                 
427;Berlin Brandenburg;FX;12.01.1973;12.01.1973;1;;eor;                                                                                                                                                 
427;Berlin Brandenburg;FX;19.01.1973;19.01.1973;1;;eor;                                                                                                                                                 
427;Berlin Brandenburg;FX;24.01.1973;24.01.1973;1;;eor;                                                                                                                                                 
427;Berlin Brandenburg;FX;15.02.1973;15.02.1973;1;;eor;                                                                                                                                                 
427;Berlin Brandenburg;FX;04.03.1973;04.03.1973;1;;eor;                                                                                                                                                 
427;Berlin Brandenburg;FX;10.03.1973;10.03.1973;1;;eor;                                                                                                                                                 
427;Berlin Brandenburg;FX;17.05.1973;17.05.1973;1;;eor;                                                                                                                                                 
427;Berlin Brandenburg;FX;04.06.1973;04.06.1973;1;;eor;                                                                                                                                                 
427;Berlin Brandenburg;FX;30.07.1973;30.07.1973;1;;eor;                                                                                                                                                 
427;Berlin Brandenburg;FX;11.08.1973;11.08.1973;1;;eor;                                                                                                                                                 
427;Berlin Brandenburg;FX;19.08.1973;19.08.1973;1;;eor;                                                                                                                                                 
427;Berlin Brandenburg;FX;23.08.1973;23.08.1973;1;;eor;                                                                                                                                                 
427;Berlin Brandenburg;FX;28.08.1973;28.08.1973;1;;eor;                                                                                                                                                 
427;Berlin Brandenburg;FX;08.09.1973;08.09.1973;1;;eor;                                                                                                                                                 
427;Berlin Brandenburg;FX;14.09.1973;15.09.1973;2;;eor;                                                                                                                                                 
427;Berlin Brandenburg;FX;01.10.1973;01.10.1973;1;;eor;                                                                                                                                                 
427;Berlin Brandenburg;FX;24.10.1973;24.10.1973;1;;eor;                                                                                                                                                 
427;Berlin Brandenburg;FX;26.10.1973;26.10.1973;1;;eor;                                                                                                                                                 
427;Berlin Brandenburg;FX;03.11.1973;03.11.1973;1;;eor;                                                                                                                                                 
427;Berlin Brandenburg;FX;25.12.1973;25.12.1973;1;;eor;                                                                                                                                                 
427;Berlin Brandenburg;FX;04.01.1974;04.01.1974;1;;eor;                                                                                                                                                 
427;Berlin Brandenburg;FX;22.01.1974;22.01.1974;1;;eor;                                                                                                                                                 
427;Berlin Brandenburg;FX;04.02.1974;04.02.1974;1;;eor;                                                                                                                                                 
427;Berlin Brandenburg;FX;13.03.1974;14.03.1974;2;;eor;                                                                                                                                                 
427;Berlin Brandenburg;FX;20.03.1974;20.03.1974;1;;eor;                                                                                                                                                 
427;Berlin Brandenburg;FX;10.04.1974;10.04.1974;1;;eor;                                                                                                                                                 
427;Berlin Brandenburg;FX;19.05.1974;19.05.1974;1;;eor;                                                                                                                                                 
427;Berlin Brandenburg;FX;28.06.1974;28.06.1974;1;;eor;                                                                                                                                                 
427;Berlin Brandenburg;FX;03.08.1974;03.08.1974;1;;eor;                                                                                                                                                 
